customer_id,customer_name,email,phone,complaint_type,complaint_text,created_at,status,priority
f1b111b0-d50d-4a4c-9f5c-ed38d1b5f473,Gloria Gonzalez,fperez@example.com,292-392-4751,Wrong charges,Hour alone coach involve strategy population. Piece arm toward might between. Have Democrat central determine control professor economic.,2025-06-04 23:42:36,In Progress,Critical
f4e0f8fb-25e9-4074-b9e3-1c6b0cbd1de2,Joann Taylor,walljon@example.com,(702)528-1298x001,Installation pending,Table talk reality address production indicate. Age growth until need evidence hundred. Teach fire parent conference establish then eat.,2025-02-18 20:38:05,Closed,High
7b2f644f-07d6-4bef-bf8a-4fbc19f1525d,Lindsay Patel,bennettteresa@example.net,978.502.0520x969,Disconnection issue,Girl she contain difference. Military too candidate night follow truth.,2025-03-11 19:43:33,In Progress,Medium
0ac42f42-2112-405e-b8f2-7f4d6397e952,Justin Peterson,yolanda95@example.com,001-676-392-3426x086,Connection drops,Bar simple not movie. Military local unit wrong.,2025-04-14 17:03:35,Resolved,Low
2acc91b0-6274-4f10-b167-a9ad366e418b,William Kramer,alexandermoore@example.com,(943)360-6230x226,Wrong charges,School play music leg me fact. End far keep pretty him consumer.,2025-01-17 22:41:48,Closed,High
04339f76-b4b0-4f04-b0d5-06870954b173,Ashley Meadows,robersonjason@example.com,236-323-3864,Billing issue,Citizen state before action guess. Black over many sort.,2025-01-05 11:10:41,Closed,Low
a587db87-cb8a-4f43-bcac-cdb6e3e7a91c,Jeremy Paul,donaldjohnson@example.org,001-745-385-5544x80605,Customer support delay,Stop choice especially send difference. Test medical front car political. Sister church break seem institution. Shake carry audience report.,2025-02-01 01:04:45,Resolved,Medium
5b4c4d8c-031c-4472-8bbd-18e4f2783579,William Jenkins,seth28@example.org,+1-998-684-3741x829,Router problem,During ahead hot current chair. Believe onto particular answer still.,2025-01-01 20:15:32,Open,High
0dda5c25-da00-4101-aead-c671442cee4d,George Reilly,pflores@example.net,984-530-0359,Slow speed,Personal couple any from. Property white indicate it of design. Manage management record blood first position.,2025-02-02 16:40:11,Closed,Medium
0392550e-61d3-4e3c-8de1-29f77d32ef69,Ellen Torres,lindseywheeler@example.com,372-595-6074x824,Connection drops,Quite when third table above condition law. Gun buy face free. School large important affect.,2025-02-03 07:33:02,Resolved,Critical
5dbe5a51-b3ae-4541-ad55-61f958d53c14,Paul Jones,sheryl82@example.com,(357)814-5615x8410,Connection drops,Improve yard fire figure. Of have the determine black interesting loss.,2025-02-05 08:38:12,Closed,Medium
ac071554-f345-4d4a-82cc-86ad7b22edf2,Holly Randall,pricewilliam@example.com,4278364369,Internet not working,Course attention join long point value campaign. Show chair couple edge wait month in.,2025-05-04 10:22:04,In Progress,Low
43d92ae1-60ba-474f-817a-f7d1539d8ac4,Laurie Benson,hardyjenny@example.com,759.941.5793,Internet not working,World television marriage couple.,2025-01-19 01:52:23,In Progress,Low
8d9fc164-f31a-473d-938b-aae5d453ed65,Holly Nguyen,psmith@example.com,785-832-3837x8378,Internet not working,Peace force time marriage receive term. Opportunity skin activity no expect opportunity thank either. Share open face exactly.,2025-02-17 00:30:02,Closed,Critical
4922c4e6-b5e1-478c-8a6a-13bc62994761,Robert Smith,gschwartz@example.com,001-258-482-9358x844,Installation pending,Ok life somebody PM. Hard many leave professional test.,2025-02-09 06:28:25,Resolved,High
07e660c3-c389-4ce5-a1ef-246f27264964,Dave Charles,trantiffany@example.com,001-438-898-3171x27997,Internet not working,Painting indicate old energy artist. Loss carry soon machine sister name end.,2025-05-26 04:00:55,Closed,Low
43a02595-8f61-442e-ae7a-84257baa4394,Brandon Lamb,vkennedy@example.com,001-943-856-6402,Disconnection issue,Step store bill paper goal home. Sometimes school wish dog several suggest at. Garden fund listen perhaps.,2025-05-19 07:11:09,Closed,Medium
abd8ca20-fdbe-4609-88de-e8b70331b1ae,Kimberly Ramirez MD,jessica91@example.com,999-964-6748,Disconnection issue,Study debate environmental fish first magazine. Fight painting away.,2025-06-15 04:27:50,Resolved,Critical
3b443036-2dc1-4c90-8fd6-9bf038398773,Lucas Jones,franktrujillo@example.net,574-771-1225,Disconnection issue,Science hair account arrive. Effort contain happen south people dinner. Idea court lose.,2025-05-21 19:30:57,Closed,Critical
c2419380-5afa-48d6-a94a-b309255bf655,Yolanda Galvan,rreyes@example.com,+1-659-558-4777x9309,Wrong charges,With per down service else. Realize order best training six significant tell. Successful listen often growth entire financial model.,2025-01-19 20:35:35,In Progress,Low
cdc30307-04cf-42d8-9b69-c12d2817cd1f,Christopher Black,stricklanddiane@example.org,001-347-993-3891x576,Router problem,Recently short chance. Deal government notice many play. Benefit data some beautiful.,2025-04-24 23:43:10,Closed,Critical
e0db7400-1f18-41fc-9def-08c63eea2ab2,Paul Gomez,stevenramirez@example.net,001-856-255-6132x92882,Installation pending,Enough contain news you market life. Consumer point mind huge skin carry. Change project doctor next.,2025-04-05 11:51:17,Closed,Low
835c8abc-c74d-48ee-97e2-a8e97b017a6a,Kyle Lawrence,agonzalez@example.org,+1-307-971-5232,Customer support delay,Sign floor such public source buy successful. Director soldier your fly.,2025-01-16 04:01:55,Closed,Low
0bafef29-4095-4b0f-94a6-b2af60a66a06,Juan Jones,erik42@example.net,001-591-754-4572x026,Internet not working,Attention administration plant. Suffer increase seven trouble deal hospital culture. Reach fill kitchen everyone best road but.,2025-02-26 06:42:37,In Progress,High
